book_folder_id,title,year,translations_count,A_kontrowersyjnosc,B_glebia,C_fenomen,D_rezonans,E_polski_kontekst,F_aktualnosc,G_innowacyjnosc,H_zlozonosc,I_gender,B_jung_3plus,B_symbolika_relig_mit,B_warstwy_3plus,B_metafory_egzyst,last3_formats,format_history,distribution_stats
0083_lord_of_the_flies,Lord of the Flies,1954,35,5,5,5,4,3,5,5,5,4,1,1,1,1,[],"[""Przyjacielska wymiana"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Reporter i \u015awiadek"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Fan i Nowicjusz"", ""Lokalny i Globalny"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Adwokat i Sceptyk"", ""Reporter i \u015awiadek"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Fan i Nowicjusz"", ""Mistrz i Ucze\u0144"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Komentarz historyczno-literacki"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Reporter i \u015awiadek"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Fan i Nowicjusz"", ""Mistrz i Ucze\u0144"", ""Glosa do przek\u0142ad\u00f3w"", ""Przyjacielska wymiana"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[]
0084_a_clockwork_orange,A Clockwork Orange,1962,174,5,5,5,4,3,5,5,5,4,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],[]
0085_the_handmaids_tale,The Handmaids Tale,1985,40,5,5,5,5,4,5,5,5,5,1,1,1,1,[],[],[]
0086_frankenstein,Frankenstein,1818,174,5,5,5,4,5,5,5,5,4,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],[]
0087_dracula,Dracula,1897,30,4,3,5,5,3,5,5,4,5,0,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],[]
0088_the_strange_case_of_dr_jekyll_and_mr_hyde,The Strange Case of Dr Jekyll and Mr Hyde,1886,174,5,5,5,4,3,5,5,5,4,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]","[""Przyjacielska wymiana"", ""Mistrz i Uczeń"", ""Adwokat i Sceptyk"", ""Reporter i Świadek"", ""Współczesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Wykład filologiczny w duecie"", ""Fan i Nowicjusz"", ""Lokalny i Globalny"", ""Glosa do przekładów"", ""Przyjacielska wymiana"", ""Perspektywa Ona/On"", ""Wykład filologiczny w duecie"", ""Adwokat i Sceptyk"", ""Reporter i Świadek"", ""Współczesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Wykład filologiczny w duecie"", ""Fan i Nowicjusz"", ""Mistrz i Uczeń"", ""Glosa do przekładów"", ""Przyjacielska wymiana"", ""Komentarz historyczno-literacki"", ""Przyjacielska wymiana"", ""Adwokat i Sceptyk"", ""Reporter i Świadek"", ""Współczesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Perspektywa Ona/On"", ""Wykład filologiczny w duecie"", ""Fan i Nowicjusz"", ""Mistrz i Uczeń"", ""Glosa do przekładów"", ""Przyjacielska wymiana"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[]
0089_twenty_thousand_leagues_under_the_sea,Twenty Thousand Leagues Under the Sea,1870,174,5,5,5,4,4,4,5,5,4,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],[]
0090_around_the_world_in_eighty_days,Around the World in Eighty Days,1873,140,2,2,5,3,3,5,5,3,4,0,0,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],[]
0091_journey_to_the_center_of_the_earth,Journey to the Center of the Earth,1864,174,5,5,5,4,4,4,5,5,4,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],[]
0092_the_time_machine,The Time Machine,1895,100,5,5,5,4,4,5,5,5,4,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],[]
0093_the_war_of_the_worlds,The War of the Worlds,1898,174,5,5,5,4,4,5,5,5,3,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],[]
0094_the_invisible_man,The Invisible Man,1897,100,5,5,5,4,4,5,5,5,4,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],[]
0095_foundation,Foundation,1951,40,4,5,5,4,3,5,5,4,2,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],[]
0096_i_robot,I Robot,1950,1,4,4,5,5,2,5,5,3,3,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],"{""total"": 95, ""counts"": {""Przyjacielska wymiana"": 79, ""Komentarz historyczno-literacki"": 16}, ""unused"": [""Mistrz i Uczeń"", ""Adwokat i Sceptyk"", ""Reporter i Świadek"", ""Współczesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Fan i Nowicjusz"", ""Perspektywa Ona/On"", ""Wykład filologiczny w duecie"", ""Glosa do przekładów""], ""underused"": []}"
0097_neuromancer,Neuromancer,1984,40,5,5,5,5,3,5,5,5,4,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],{}
0098_the_man_in_the_high_castle,The Man in the High Castle,1962,40,5,5,5,4,4,5,5,4,3,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],{}
0099_do_androids_dream_of_electric_sheep,Do Androids Dream of Electric Sheep?,1968,174,5,5,5,5,4,5,5,5,4,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",,
0100_the_left_hand_of_darkness,The Left Hand of Darkness,1969,30,4,4,5,3,1,5,5,4,5,1,1,1,1,[],[],"{""total"": 95, ""counts"": {""Przyjacielska wymiana"": 79}, ""unused"": [""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Reporter i \u015awiadek"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Fan i Nowicjusz"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Glosa do przek\u0142ad\u00f3w"", ""Komentarz historyczno-literacki""], ""underused"": []}"
0101_the_epic_of_gilgamesh,The Epic of Gilgamesh,-1750,174,5,5,5,4,4,5,5,5,4,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],{}
0102_the_divine_comedy,The Divine Comedy,1320,400,5,5,5,4,3,5,5,5,3,1,1,1,1,[],[],"{""total"": 0, ""counts"": {}, ""unused"": [""Przyjacielska wymiana"", ""Mistrz i Uczeń"", ""Adwokat i Sceptyk"", ""Reporter i Świadek"", ""Współczesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Fan i Nowicjusz"", ""Perspektywa Ona/On"", ""Wykład filologiczny w duecie"", ""Glosa do przekładów"", ""Komentarz historyczno-literacki""], ""underused"": []}"
0103_one_thousand_and_one_nights,One Thousand and One Nights,1200,600,5,5,5,4,4,5,5,5,5,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],{}
0104_the_canterbury_tales,The Canterbury Tales,1400,500,4,4,5,3,3,5,5,5,5,1,1,1,0,"[""Wykład filologiczny w duecie"", ""Glosa do przekładów"", ""Reporter i Świadek""]",[],[]
0105_a_christmas_carol,A Christmas Carol,1843,174,5,5,5,4,5,5,5,4,4,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],{}
0106_the_tale_of_genji,The Tale of Genji,1021,20,5,5,5,4,3,5,5,5,4,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]","[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki"", ""Komentarz historyczno-literacki""]","{""total"": 95, ""counts"": {""Przyjacielska wymiana"": 79, ""Komentarz historyczno-literacki"": 16}, ""unused"": [""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Reporter i \u015awiadek"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Fan i Nowicjusz"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Glosa do przek\u0142ad\u00f3w""], ""underused"": []}"
0107_journey_to_the_west,Journey to the West,1592,50,5,5,5,5,2,5,5,5,4,1,1,1,1,[],[],{}
0108_candide,Candide,1759,174,5,5,5,5,5,5,5,5,4,1,1,1,1,"""[""Wykład filologiczny w duecie"", ""Glosa do przekładów"", ""Reporter i Świadek""]""",[],{}
0110_oedipus_rex,Oedipus Rex,-429,174,5,5,5,4,5,5,5,5,4,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],{}
0111_a_dolls_house,A Doll's House,1879,30,4,4,5,3,4,5,5,4,5,0,1,1,1,[],[],"{""total"": 0, ""most_used"": """", ""warning"": ""Przyjacielska wymiana dominuje 83%""}"
0112_ulysses,Ulysses,1922,50,5,5,5,4,4,5,5,5,5,1,1,1,1,[],[],"{""total"": 0, ""counts"": {}, ""unused"": [""Przyjacielska wymiana"", ""Mistrz i Uczeń"", ""Adwokat i Sceptyk"", ""Reporter i Świadek"", ""Współczesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Fan i Nowicjusz"", ""Perspektywa Ona/On"", ""Wykład filologiczny w duecie"", ""Glosa do przekładów"", ""Komentarz historyczno-literacki""], ""underused"": []}"
0113_all_quiet_on_the_western_front,Na Zachodzie bez zmian,1929,50,5,4,5,4,4,5,5,4,4,1,1,1,1,"[""Przyjacielska wymiana"", ""Przyjacielska wymiana"", ""Przyjacielska wymiana""]",[],{}
0114_the_diary_of_anne_frank,Dziennik Anne Frank,1947,75,4,2,5,4,5,4,5,4,4,0,0,1,1,[],[],"{""total"": 0, ""counts"": {}, ""unused"": [""Przyjacielska wymiana"", ""Mistrz i Ucze\u0144"", ""Adwokat i Sceptyk"", ""Reporter i \u015awiadek"", ""Wsp\u00f3\u0142czesny i Klasyk"", ""Emocja i Analiza"", ""Lokalny i Globalny"", ""Fan i Nowicjusz"", ""Perspektywa Ona/On"", ""Wyk\u0142ad filologiczny w duecie"", ""Glosa do przek\u0142ad\u00f3w"", ""Komentarz historyczno-literacki""], ""underused"": []}"
0115_mahabharata,Mahabharata,-400,174,5,5,5,4,3,5,5,5,4,1,1,1,1,"[\"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\"]","[\"Przyjacielska wymiana\", \"Mistrz i Uczeń\", \"Adwokat i Sceptyk\", \"Reporter i Świadek\", \"Współczesny i Klasyk\", \"Emocja i Analiza\", \"Lokalny i Globalny\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Fan i Nowicjusz\", \"Lokalny i Globalny\", \"Glosa do przekładów\", \"Przyjacielska wymiana\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Adwokat i Sceptyk\", \"Reporter i Świadek\", \"Współczesny i Klasyk\", \"Emocja i Analiza\", \"Lokalny i Globalny\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Fan i Nowicjusz\", \"Mistrz i Uczeń\", \"Glosa do przekładów\", \"Przyjacielska wymiana\", \"Komentarz historyczno-literacki\", \"Przyjacielska wymiana\", \"Adwokat i Sceptyk\", \"Reporter i Świadek\", \"Współczesny i Klasyk\", \"Emocja i Analiza\", \"Lokalny i Globalny\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Fan i Nowicjusz\", \"Mistrz i Uczeń\", \"Glosa do przekładów\", \"Przyjacielska wymiana\", \"Komentarz historyczno-literacki\"]","{\"total\": 96, \"counts\": {\"Przyjacielska wymiana\": 80, \"Komentarz historyczno-literacki\": 16}, \"unused\": [\"Mistrz i Uczeń\", \"Adwokat i Sceptyk\", \"Reporter i Świadek\", \"Współczesny i Klasyk\", \"Emocja i Analiza\", \"Lokalny i Globalny\", \"Fan i Nowicjusz\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Glosa do przekładów\"], \"underused\": []}"
0116_ramayana,Ramayana,-500,300,2,4,5,3,3,4,5,4,4,1,1,1,0,[],[],{}
0117_aeneid,Aeneid,-19,174,5,5,5,4,5,5,5,5,4,1,1,1,1,"[\"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\"]","[\"Przyjacielska wymiana\", \"Mistrz i Uczeń\", \"Adwokat i Sceptyk\", \"Reporter i Świadek\", \"Współczesny i Klasyk\", \"Emocja i Analiza\", \"Lokalny i Globalny\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Fan i Nowicjusz\", \"Lokalny i Globalny\", \"Glosa do przekładów\", \"Przyjacielska wymiana\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Adwokat i Sceptyk\", \"Reporter i Świadek\", \"Współczesny i Klasyk\", \"Emocja i Analiza\", \"Lokalny i Globalny\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Fan i Nowicjusz\", \"Mistrz i Uczeń\", \"Glosa do przekładów\", \"Przyjacielska wymiana\", \"Komentarz historyczno-literacki\", \"Przyjacielska wymiana\", \"Adwokat i Sceptyk\", \"Reporter i Świadek\", \"Współczesny i Klasyk\", \"Emocja i Analiza\", \"Lokalny i Globalny\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Fan i Nowicjusz\", \"Mistrz i Uczeń\", \"Glosa do przekładów\", \"Przyjacielska wymiana\", \"Komentarz historyczno-literacki\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Komentarz historyczno-literacki\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\", \"Przyjacielska wymiana\"]","{\"total\": 97, \"counts\": {\"Przyjacielska wymiana\": 81, \"Komentarz historyczno-literacki\": 16}, \"unused\": [\"Mistrz i Uczeń\", \"Adwokat i Sceptyk\", \"Reporter i Świadek\", \"Współczesny i Klasyk\", \"Emocja i Analiza\", \"Lokalny i Globalny\", \"Fan i Nowicjusz\", \"Perspektywa Ona/On\", \"Wykład filologiczny w duecie\", \"Glosa do przekładów\"], \"underused\": []}"
